REPORT_DATE,FATALITIES,COUNTY,change_2006_2016,indicator_2002_2006,indicator_1999_2001,indicator_1993_1998,name,Longitude,Latitude,Region,Family,Color,Nearest Neighbor
2001-10-24,2,31055,0.0,0,1,0,Douglas,-96.15494428,41.29533784,,,,
2002-02-13,1,24031,1.0,1,0,0,Montgomery,-77.20428439,39.13634899,,,,
2001-12-28,1,34039,-3.0,0,1,0,Union,-74.30721513,40.65928966,,,,
2002-04-13,1,24033,-3.0,1,0,0,Prince George's,-76.84739072,38.8299677,,,,
2001-12-18,1,32003,-3.0,0,1,0,Clark,-115.0146087,36.21511541,,,,
2001-10-06,1,08043,0.0,0,1,0,Fremont,-105.4399703,38.47306423,,,,
2001-12-21,1,18039,1.0,0,1,0,Elkhart,-85.85885682,41.59771704,,,,
1996-02-13,1,47059,0.0,0,0,1,Greene,-82.84564638,36.17587226,,,,
2000-05-22,1,34039,-3.0,0,1,0,Union,-74.30721513,40.65928966,,,,
2002-03-29,1,40121,-2.0,1,0,0,Pittsburg,-95.74895216,34.92386502,,,,
2002-02-06,1,29061,0.0,1,0,0,Daviess,-93.98514508,39.96169076,,,,
2002-03-03,3,40101,3.0,1,0,0,Muskogee,-95.37949187,35.61612948,,,,
2001-05-17,2,31157,-1.0,0,1,0,Scotts Bluff,-103.7084612,41.85095717,,,,
2001-12-13,1,42045,-1.0,0,1,0,Delaware,-75.39915513,39.9166501,,,,
2000-06-21,1,06037,-6.0,0,1,0,Los Angeles,-118.224703,34.32134579,,,,
2001-03-23,1,34015,1.0,0,1,0,Gloucester,-75.14071747,39.71694144,,,,
2001-10-02,1,26115,-1.0,0,1,0,Monroe,-83.53769332,41.92832154,,,,
2002-02-15,1,08123,1.0,1,0,0,Weld,-104.3930144,40.55487277,,,,
2001-11-27,1,13021,0.0,0,1,0,Bibb,-83.69682554,32.80691473,,,,
2001-11-05,1,37067,1.0,0,1,0,Forsyth,-80.25626566,36.13057844,,,,
2001-03-08,1,25017,0.0,0,1,0,Middlesex,-71.39262102,42.48584344,,,,
2000-10-28,1,48375,-1.0,0,1,0,Potter,-101.893964,35.40133773,,,,
2001-03-10,2,08059,0.0,0,1,0,Jefferson,-105.2504738,39.58646067,,,,
2001-04-25,1,18173,-2.0,0,1,0,Warrick,-87.2717425,38.09237205,,,,
2001-09-25,1,17113,2.0,0,1,0,McLean,-88.84769482,40.49061752,,,,
1998-10-01,1,25009,0.0,0,0,1,Essex,-70.9515844,42.67174524,,,,
2001-07-09,1,37109,1.0,0,1,0,Lincoln,-81.22393811,35.48589556,,,,
2001-07-25,1,47065,1.0,0,1,0,Hamilton,-85.1644476,35.18133492,,,,
1998-01-21,1,41001,-2.0,0,0,1,Baker,-117.6755473,44.70919815,,,,
1999-01-03,1,41059,0.0,0,1,0,Umatilla,-118.736681,45.59148273,,,,
1997-11-17,1,41019,-1.0,0,0,1,Douglas,-123.1658435,43.2796987,,,,
1997-05-03,1,41051,-1.0,0,0,1,Multnomah,-122.4157429,45.54693681,,,,
2001-08-01,1,50007,-1.0,0,1,0,Chittenden,-73.08101275,44.46109238,,,,
1999-09-17,1,56007,1.0,0,1,0,Carbon,-106.9303916,41.69413999,,,,
1998-06-21,1,56007,1.0,0,0,1,Carbon,-106.9303916,41.69413999,,,,
1995-04-07,1,56007,1.0,0,0,1,Carbon,-106.9303916,41.69413999,,,,
1999-06-21,1,55007,0.0,0,1,0,Bayfield,-91.20077484,46.52418284,,,,
1997-01-22,1,55071,1.0,0,0,1,Manitowoc,-87.80948518,44.11990639,,,,
1995-12-27,1,53011,0.0,0,0,1,Clark,-122.4823115,45.77919832,,,,
1998-08-08,1,50021,1.0,0,0,1,Rutland,-73.03669897,43.57983752,,,,
2000-08-14,1,50013,-1.0,0,1,0,Grand Isle,-73.29488547,44.79689986,,,,
1997-03-15,1,50007,-1.0,0,0,1,Chittenden,-73.08101275,44.46109238,,,,
1999-02-04,1,49003,-1.0,0,1,0,Box Elder,-113.0821456,41.52095018,,,,
1997-02-06,1,49015,0.0,0,0,1,Emery,-110.7004925,38.99637448,,,,
1994-10-05,1,49023,0.0,0,0,1,Juab,-112.7847328,39.70284831,,,,
1999-02-11,1,48273,1.0,0,1,0,Kleberg,-97.72430027,27.43132443,,,,
1996-07-15,2,48113,1.0,0,0,1,Dallas,-96.77788947,32.76665041,,,,
1995-11-19,2,48359,1.0,0,0,1,Oldham,-102.6027421,35.40425708,,,,
1995-05-18,1,48097,-2.0,0,0,1,Cooke,-97.21276751,33.63940669,,,,
1996-02-13,1,47059,0.0,0,0,1,Greene,-82.84564638,36.17587226,,,,
1998-10-01,1,25009,0.0,0,0,1,Essex,-70.9515844,42.67174524,,,,
1998-10-08,2,47037,1.0,0,0,1,Davidson,-86.78502875,36.16932462,,,,
1998-08-03,1,47189,0.0,0,0,1,Wilson,-86.29778739,36.15428192,,,,
1995-08-27,2,47065,1.0,0,0,1,Hamilton,-85.1644476,35.18133492,,,,
1999-10-23,3,47089,-1.0,0,1,0,Jefferson,-83.44652522,36.0513409,,,,
2000-08-06,2,47055,-1.0,0,1,0,Giles,-87.03541784,35.20194268,,,,
1999-06-14,2,47145,0.0,0,1,0,Roane,-84.52335538,35.84762955,,,,
1999-06-03,5,47117,0.0,0,1,0,Marshall,-86.76591028,35.46843385,,,,
