REPORT_DATE,FATALITIES,COUNTY,change_2006_2016,indicator_2002_2006,indicator_1999_2001,indicator_1993_1998,has_accident_before_2006,name,Longitude,Latitude,Region,Family,Color,Nearest Neighbor,Region_color,simple_family
1970-01-01 00:00:00.020160906,1,32031,-1.0,0,0,0,0,Washoe,-119.6643222,40.66566815,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020160714,1,36029,3.0,0,0,0,0,Erie,-78.73230753,42.76409998,NE,Middle America,orange,Buffalo,#9edae5,Traditional
1970-01-01 00:00:00.020160614,1,8013,-1.0,0,0,0,0,Boulder,-105.3574574,40.09241482,W,Growth Control,green,Denver,#d62728,Reform
1970-01-01 00:00:00.020160624,1,1055,0.0,0,0,0,0,Etowah,-86.03476854,34.04518886,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020160711,1,13153,-1.0,0,0,0,0,Houston,-83.66625831,32.45919716,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020160622,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020160711,1,56019,-1.0,0,0,0,0,Johnson,-106.5849297,44.03996832,W,Growth Control,green,Denver,#d62728,Reform
1970-01-01 00:00:00.020160705,1,13215,0.0,0,0,0,0,Muscogee,-84.87620281,32.51001825,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020160311,1,10003,0.0,0,0,0,0,New Castle,-75.64791441,39.58150592,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
1970-01-01 00:00:00.020160712,1,1115,-1.0,0,0,0,0,St. Clair,-86.31476905,33.71540022,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020160512,1,5057,0.0,0,0,0,0,Hempstead,-93.66809039,33.73564268,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
1970-01-01 00:00:00.020160519,1,9009,-1.0,0,0,0,0,New Haven,-72.93235204,41.41072833,NE,Middle America,orange,New Haven,#9edae5,Traditional
1970-01-01 00:00:00.020160204,1,22079,1.0,0,0,0,0,Rapides,-92.53365886,31.19810087,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
1970-01-01 00:00:00.020160601,3,36071,-1.0,0,0,0,1,Orange,-74.30558896,41.40198158,NE,High Density,orange,New York (NY),#9edae5,Traditional
1970-01-01 00:00:00.020160305,1,6065,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020160423,1,6089,1.0,0,0,0,0,Shasta,-122.0409443,40.76391106,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020160523,1,56041,0.0,0,0,0,0,Uinta,-110.5474049,41.28749663,W,High Density,orange,Salt Lake City,#d62728,Traditional
1970-01-01 00:00:00.020160526,1,36007,1.0,0,0,0,0,Broome,-75.8198592,42.16037158,NE,Containment-Lite,green,New York (PA),#9edae5,Reform
1970-01-01 00:00:00.020150831,1,6001,0.0,0,0,0,0,Alameda,-121.888612,37.64642367,W,Growth Control,green,San Francisco,#d62728,Reform
1970-01-01 00:00:00.020150822,1,5059,0.0,0,0,0,0,Hot Spring,-92.94560125,34.31751189,S,Containment,green,Memphis (AR),#1f77b4,Reform
1970-01-01 00:00:00.020160502,2,45053,0.0,0,0,0,1,Jasper,-81.03177638,32.43633197,S,Growth Management,green,Jacksonville,#1f77b4,Reform
1970-01-01 00:00:00.020151112,1,5123,-3.0,0,0,0,0,St. Francis,-90.74840472,35.02180511,S,Containment,green,Memphis (AR),#1f77b4,Reform
1970-01-01 00:00:00.020151215,2,6037,-6.0,0,0,0,1,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020151225,1,10003,0.0,0,0,0,0,New Castle,-75.64791441,39.58150592,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
1970-01-01 00:00:00.020151204,1,21209,0.0,0,0,0,0,Scott,-84.58344665,38.29156708,MW,Middle America,orange,Cincinnati (OH),#f7b6d2,Traditional
1970-01-01 00:00:00.020160323,1,12061,0.0,0,0,0,0,Indian River,-80.60559316,27.69396994,S,Growth Management,green,West Palm Beach,#1f77b4,Reform
1970-01-01 00:00:00.020160201,1,16079,-1.0,0,0,0,0,Shoshone,-115.8911361,47.35176251,W,Containment,green,Seattle,#d62728,Reform
1970-01-01 00:00:00.020151001,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020151202,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020140201,1,12086,0.0,0,0,0,0,Miami-Dade,-80.55914415,25.61511557,S,Growth Management,green,Miami,#1f77b4,Reform
1970-01-01 00:00:00.020160213,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020151226,1,6029,1.0,0,0,0,0,Kern,-118.72959,35.34292819,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020150305,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020160106,1,13245,-5.0,0,0,0,0,Richmond,-82.07386121,33.35950332,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020160114,1,39041,0.0,0,0,0,0,Delaware,-83.00450275,40.27841348,MW,Middle America,orange,Columbus,#f7b6d2,Traditional
1970-01-01 00:00:00.020151217,2,41001,-2.0,0,0,0,1,Baker,-117.6755473,44.70919815,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020150919,1,6071,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020150926,1,6053,0.0,0,0,0,0,Monterey,-121.2387503,36.21711865,W,Growth Control,green,San Francisco,#d62728,Reform
1970-01-01 00:00:00.020151229,1,12115,1.0,0,0,0,0,Sarasota,-82.33141981,27.18432942,S,Growth Management,green,Tampa,#1f77b4,Reform
1970-01-01 00:00:00.020150708,1,6111,-2.0,0,0,0,0,Ventura,-119.0848457,34.45474678,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020151128,1,26163,-5.0,0,0,0,0,Wayne,-83.28221321,42.28172038,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
1970-01-01 00:00:00.020151210,1,1049,-1.0,0,0,0,0,DeKalb,-85.80378574,34.46023769,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020151110,1,13185,0.0,0,0,0,0,Lowndes,-83.26738819,30.83391096,S,Growth Management,green,Jacksonville,#1f77b4,Reform
1970-01-01 00:00:00.020151031,1,13013,0.0,0,0,0,0,Barrow,-83.71288108,33.99268452,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020151005,1,12005,0.0,0,0,0,0,Bay,-85.62005473,30.26520819,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020151030,1,33015,0.0,0,0,0,0,Rockingham,-71.12556353,42.98749699,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
1970-01-01 00:00:00.020150915,1,23009,0.0,0,0,0,0,Hancock,-68.35862848,44.64373173,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
1970-01-01 00:00:00.020151025,1,45007,-3.0,0,0,0,0,Anderson,-82.63793115,34.5189668,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020150223,1,6113,0.0,0,0,0,0,Yolo,-121.9015118,38.68648941,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020150913,1,12023,1.0,0,0,0,0,Columbia,-82.62162029,30.22445638,S,Growth Management,green,Jacksonville,#1f77b4,Reform
1970-01-01 00:00:00.020150914,1,1029,-1.0,0,0,0,0,Cleburne,-85.51786948,33.67495934,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020150908,1,45007,-3.0,0,0,0,0,Anderson,-82.63793115,34.5189668,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020150821,2,36087,2.0,0,0,0,1,Rockland,-74.02389861,41.15225744,NE,High Density,orange,New York (NY),#9edae5,Traditional
1970-01-01 00:00:00.020150817,1,37183,-3.0,0,0,0,0,Wake,-78.65050164,35.78982367,S,Middle America,orange,Raleigh,#1f77b4,Traditional
1970-01-01 00:00:00.020150807,1,55071,1.0,0,0,0,0,Manitowoc,-87.80948518,44.11990639,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
1970-01-01 00:00:00.020150709,1,40103,1.0,0,0,0,0,Noble,-97.23050054,36.3884853,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
1970-01-01 00:00:00.020150808,2,41029,0.0,0,0,0,1,Jackson,-122.728377,42.43216537,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020150729,1,39051,-2.0,0,0,0,0,Fulton,-84.12943991,41.60183312,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
1970-01-01 00:00:00.020150629,1,39151,0.0,0,0,0,0,Stark,-81.36571811,40.8138382,MW,Middle America,orange,Cleveland,#f7b6d2,Traditional
1970-01-01 00:00:00.020150715,1,37157,0.0,0,0,0,0,Rockingham,-79.77527984,36.39621434,S,Middle America,orange,Greensboro,#1f77b4,Traditional
1970-01-01 00:00:00.020150429,1,6059,-3.0,0,0,0,0,Orange,-117.760976,33.70311134,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020150514,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020150405,2,6037,-6.0,0,0,0,1,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020150425,1,6067,-1.0,0,0,0,0,Sacramento,-121.3445212,38.44881725,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020150523,1,8013,-1.0,0,0,0,0,Boulder,-105.3574574,40.09241482,W,Growth Control,green,Denver,#d62728,Reform
1970-01-01 00:00:00.020150619,1,1043,2.0,0,0,0,0,Cullman,-86.86718877,34.13183982,S,Containment,green,Nashville,#1f77b4,Reform
1970-01-01 00:00:00.020150613,1,55105,-2.0,0,0,0,0,Rock,-89.0712802,42.67118649,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
1970-01-01 00:00:00.020150624,1,40017,0.0,0,0,0,0,Canadian,-97.98241218,35.54233821,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
1970-01-01 00:00:00.020150621,2,37035,1.0,0,0,0,1,Catawba,-81.21481079,35.66260115,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020150512,1,12083,1.0,0,0,0,0,Marion,-82.05662463,29.21028272,S,Growth Management,green,Orlando,#1f77b4,Reform
1970-01-01 00:00:00.020150303,1,6107,0.0,0,0,0,0,Tulare,-118.8004216,36.22081997,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020150412,1,45063,1.0,0,0,0,0,Lexington,-81.27229853,33.90217281,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020150403,1,40119,0.0,0,0,0,0,Payne,-96.97542338,36.07716359,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
1970-01-01 00:00:00.020150206,1,21015,0.0,0,0,0,0,Boone,-84.72794553,38.96984373,S,Middle America,orange,Cincinnati (KY),#1f77b4,Traditional
1970-01-01 00:00:00.020150403,1,45075,0.0,0,0,0,0,Orangeburg,-80.80086358,33.43921301,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020130914,1,12009,-1.0,0,0,0,0,Brevard,-80.73218698,28.29324349,S,Growth Management,green,Orlando,#1f77b4,Reform
1970-01-01 00:00:00.020140829,1,13081,-1.0,0,0,0,0,Crisp,-83.76727919,31.92287244,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020140722,1,13089,-2.0,0,0,0,0,DeKalb,-84.22665212,33.77122192,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020150321,5,45041,2.0,0,0,0,1,Florence,-79.70224581,34.02447241,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020150217,1,16039,-1.0,0,0,0,0,Elmore,-115.4691486,43.35417471,W,High Density,orange,Salt Lake City,#d62728,Traditional
1970-01-01 00:00:00.020150306,1,55109,2.0,0,0,0,0,St. Croix,-92.4529513,45.03345626,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
1970-01-01 00:00:00.020141209,1,36105,-2.0,0,0,0,0,Sullivan,-74.7681497,41.71624399,NE,High Density,orange,New York (NY),#9edae5,Traditional
1970-01-01 00:00:00.020141209,1,36105,-2.0,0,0,0,0,Sullivan,-74.7681497,41.71624399,NE,High Density,orange,New York (NY),#9edae5,Traditional
1970-01-01 00:00:00.020141209,1,36105,-2.0,0,0,0,0,Sullivan,-74.7681497,41.71624399,NE,High Density,orange,New York (NY),#9edae5,Traditional
1970-01-01 00:00:00.020141209,1,36105,-2.0,0,0,0,0,Sullivan,-74.7681497,41.71624399,NE,High Density,orange,New York (NY),#9edae5,Traditional
1970-01-01 00:00:00.020150128,1,6019,1.0,0,0,0,0,Fresno,-119.6506833,36.75807672,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020150214,1,39097,1.0,0,0,0,0,Madison,-83.40012747,39.89429692,MW,Middle America,orange,Columbus,#f7b6d2,Traditional
1970-01-01 00:00:00.020150220,1,13287,-2.0,0,0,0,0,Turner,-83.62479675,31.7164981,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020150228,1,40087,0.0,0,0,0,0,McClain,-97.44298086,35.00888538,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
1970-01-01 00:00:00.020150131,1,40133,-1.0,0,0,0,0,Seminole,-96.61546183,35.1672074,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
1970-01-01 00:00:00.020150212,1,37163,0.0,0,0,0,0,Sampson,-78.37163083,34.99203592,S,Middle America,orange,Raleigh,#1f77b4,Traditional
1970-01-01 00:00:00.020150131,1,40133,-1.0,0,0,0,0,Seminole,-96.61546183,35.1672074,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
1970-01-01 00:00:00.020150107,1,55035,2.0,0,0,0,0,Eau Claire,-91.28609183,44.726614,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
1970-01-01 00:00:00.020150114,1,37157,0.0,0,0,0,0,Rockingham,-79.77527984,36.39621434,S,Middle America,orange,Greensboro,#1f77b4,Traditional
1970-01-01 00:00:00.020141221,1,24023,0.0,0,0,0,0,Garrett,-79.27376451,39.52849306,NE,Middle America,orange,Pittsburgh,#9edae5,Traditional
1970-01-01 00:00:00.020141210,1,24013,0.0,0,0,0,0,Carroll,-77.02256972,39.56320174,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
1970-01-01 00:00:00.020141211,1,8031,-3.0,0,0,0,0,Denver,-104.8760248,39.76129114,W,Growth Control,green,Denver,#d62728,Reform
1970-01-01 00:00:00.020141224,1,28121,-1.0,0,0,0,0,Rankin,-89.94594839,32.26422272,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
1970-01-01 00:00:00.020140717,1,34003,-1.0,0,0,0,0,Bergen,-74.07441147,40.96008351,NE,High Density,orange,New York (NY),#9edae5,Traditional
1970-01-01 00:00:00.020141117,1,5093,-1.0,0,0,0,0,Mississippi,-90.05430077,35.76420127,S,Containment,green,Memphis (MS),#1f77b4,Reform
1970-01-01 00:00:00.020141205,1,37077,-1.0,0,0,0,0,Granville,-78.65301,36.30365992,S,Middle America,orange,Raleigh,#1f77b4,Traditional
1970-01-01 00:00:00.020141121,1,33015,0.0,0,0,0,0,Rockingham,-71.12556353,42.98749699,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
1970-01-01 00:00:00.020141105,1,29047,-1.0,0,0,0,0,Clay,-94.42122576,39.31045251,MW,Middle America,orange,Kansas City (MO),#f7b6d2,Traditional
1970-01-01 00:00:00.020121122,2,48245,0.0,0,0,0,1,Jefferson,-94.16307113,29.88337578,S,Houston,red,Houston,#1f77b4,Wild Texas
1970-01-01 00:00:00.020141107,1,53067,1.0,0,0,0,0,Thurston,-122.8330654,46.92672896,W,Containment,green,Seattle,#d62728,Reform
1970-01-01 00:00:00.020141020,1,41049,0.0,0,0,0,0,Morrow,-119.5837591,45.41897957,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020140709,1,50023,0.0,0,0,0,0,Washington,-72.61502314,44.27309445,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
1970-01-01 00:00:00.020140819,1,34007,-1.0,0,0,0,0,Camden,-74.96012063,39.80401748,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
1970-01-01 00:00:00.020140507,1,6071,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020140412,1,13121,-1.0,0,0,0,0,Fulton,-84.46714878,33.79038574,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020140819,1,37157,0.0,0,0,0,0,Rockingham,-79.77527984,36.39621434,S,Middle America,orange,Greensboro,#1f77b4,Traditional
1970-01-01 00:00:00.020140815,1,18089,0.0,0,0,0,0,Lake,-87.38221633,41.41685156,MW,Middle America,orange,Chicago (IN),#f7b6d2,Traditional
1970-01-01 00:00:00.020110912,1,45083,-1.0,0,0,0,0,Spartanburg,-81.99110742,34.93148726,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020140613,1,6019,1.0,0,0,0,0,Fresno,-119.6506833,36.75807672,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020140501,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020140628,1,12109,0.0,0,0,0,0,St. Johns,-81.4405388,29.90168542,S,Growth Management,green,Jacksonville,#1f77b4,Reform
1970-01-01 00:00:00.020140720,1,12119,1.0,0,0,0,0,Sumter,-82.08128977,28.70520781,S,Growth Management,green,Orlando,#1f77b4,Reform
1970-01-01 00:00:00.020140801,1,13089,-2.0,0,0,0,0,DeKalb,-84.22665212,33.77122192,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020140703,1,21111,0.0,0,0,0,0,Jefferson,-85.65772828,38.18834895,MW,Middle America,orange,Louisville (IN),#f7b6d2,Traditional
1970-01-01 00:00:00.020140414,1,25005,-4.0,0,0,0,0,Bristol,-71.11419448,41.79709525,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
1970-01-01 00:00:00.020140606,1,23005,0.0,0,0,0,0,Cumberland,-70.37661287,43.83897334,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
1970-01-01 00:00:00.020140703,1,40049,2.0,0,0,0,0,Garvin,-97.30937006,34.7044021,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
1970-01-01 00:00:00.020140426,1,49049,-2.0,0,0,0,0,Utah,-111.670284,40.11980262,W,High Density,orange,Salt Lake City,#d62728,Traditional
1970-01-01 00:00:00.020140609,1,27003,-3.0,0,0,0,0,Anoka,-93.24708307,45.27314304,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
1970-01-01 00:00:00.020131118,1,6071,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020140522,1,51149,1.0,0,0,0,0,Prince George,-77.22446275,37.18648609,S,Middle America,orange,Richmond,#1f77b4,Traditional
1970-01-01 00:00:00.020140522,1,25001,-1.0,0,0,0,0,Barnstable,-70.2898624,41.7232979,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
1970-01-01 00:00:00.020131017,1,6065,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020140302,2,41059,0.0,0,0,0,1,Umatilla,-118.736681,45.59148273,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020140429,1,32031,-1.0,0,0,0,0,Washoe,-119.6643222,40.66566815,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020140421,1,25025,-1.0,0,0,0,0,Suffolk,-71.07033478,42.33340065,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
1970-01-01 00:00:00.020130927,2,6073,-1.0,0,0,0,1,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020140302,2,41019,-1.0,0,0,0,1,Douglas,-123.1658435,43.2796987,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020140216,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020140126,1,38067,0.0,0,0,0,0,Pembina,-97.55156514,48.76726978,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
1970-01-01 00:00:00.020140126,1,38067,0.0,0,0,0,0,Pembina,-97.55156514,48.76726978,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
1970-01-01 00:00:00.020130206,3,13175,0.0,0,0,0,1,Laurens,-82.92233434,32.46355824,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020130206,3,13175,0.0,0,0,0,1,Laurens,-82.92233434,32.46355824,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020120529,2,37199,-1.0,0,0,0,1,Yancey,-82.30812844,35.8984235,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020131208,1,55101,0.0,0,0,0,0,Racine,-88.06111861,42.74731284,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
1970-01-01 00:00:00.020131124,1,25005,-4.0,0,0,0,0,Bristol,-71.11419448,41.79709525,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
1970-01-01 00:00:00.020140130,1,6071,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020121115,4,48329,2.0,0,0,0,1,Midland,-102.0315682,31.86904128,S,Dallas-San Antonio,red,San Antonio,#1f77b4,Wild Texas
1970-01-01 00:00:00.020140110,1,37037,0.0,0,0,0,0,Chatham,-79.25545829,35.70266277,S,Middle America,orange,Raleigh,#1f77b4,Traditional
1970-01-01 00:00:00.020131227,2,30061,-1.0,0,0,0,1,Mineral,-114.9981923,47.1472918,W,High Density,orange,Salt Lake City,#d62728,Traditional
1970-01-01 00:00:00.020131004,1,6025,-3.0,0,0,0,0,Imperial,-115.3657218,33.03935669,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020131106,1,17031,5.0,0,0,0,0,Cook,-87.81698762,41.84005007,MW,Middle America,orange,Chicago (IL),#f7b6d2,Traditional
1970-01-01 00:00:00.020131130,1,17031,5.0,0,0,0,0,Cook,-87.81698762,41.84005007,MW,Middle America,orange,Chicago (IL),#f7b6d2,Traditional
1970-01-01 00:00:00.020131017,1,39025,0.0,0,0,0,0,Clermont,-84.15193439,39.04742036,MW,Middle America,orange,Cincinnati (OH),#f7b6d2,Traditional
1970-01-01 00:00:00.020131003,1,45035,1.0,0,0,0,0,Dorchester,-80.40502258,33.07948049,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020131110,1,25013,2.0,0,0,0,0,Hampden,-72.63119338,42.13509064,NE,Middle America,orange,Hartford,#9edae5,Traditional
1970-01-01 00:00:00.020130922,2,5009,-1.0,0,0,0,1,Boone,-93.09137415,36.30874792,S,Containment,green,Memphis (AR),#1f77b4,Reform
1970-01-01 00:00:00.020131007,2,12117,0.0,0,0,0,1,Seminole,-81.23634611,28.71682625,S,Growth Management,green,Orlando,#1f77b4,Reform
1970-01-01 00:00:00.020130725,1,24510,0.0,0,0,0,0,Baltimore,-76.61440436,39.30522045,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
1970-01-01 00:00:00.020130725,1,24510,0.0,0,0,0,0,Baltimore,-76.61440436,39.30522045,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
1970-01-01 00:00:00.020131001,1,37047,0.0,0,0,0,0,Columbus,-78.65514472,34.26573301,S,Middle America,orange,Raleigh,#1f77b4,Traditional
1970-01-01 00:00:00.020120702,1,12057,-3.0,0,0,0,0,Hillsborough,-82.30867294,27.92948052,S,Growth Management,green,Tampa,#1f77b4,Reform
1970-01-01 00:00:00.020120430,1,12057,-3.0,0,0,0,0,Hillsborough,-82.30867294,27.92948052,S,Growth Management,green,Tampa,#1f77b4,Reform
1970-01-01 00:00:00.020130906,2,28081,-1.0,0,0,0,1,Lee,-88.68047663,34.28973933,S,Containment,green,Memphis (MS),#1f77b4,Reform
1970-01-01 00:00:00.020130827,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020130925,1,54035,2.0,0,0,0,0,Jackson,-81.674543,38.83443006,S,Middle America,orange,Washington (WV),#1f77b4,Traditional
1970-01-01 00:00:00.020130810,1,24005,-1.0,0,0,0,0,Baltimore,-76.63603021,39.4596552,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
1970-01-01 00:00:00.020110120,1,41051,-1.0,0,0,0,0,Multnomah,-122.4157429,45.54693681,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020130501,1,6071,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020130607,1,19099,1.0,0,0,0,0,Jasper,-93.05376026,41.6860352,MW,Middle America,orange,Kansas City (MO),#f7b6d2,Traditional
1970-01-01 00:00:00.020130619,2,27049,1.0,0,0,0,1,Goodhue,-92.72266089,44.40972913,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
1970-01-01 00:00:00.020130528,1,48145,0.0,0,0,0,0,Falls,-96.93634455,31.25354356,S,Austin,red,Austin,#1f77b4,Wild Texas
1970-01-01 00:00:00.020130528,1,48145,0.0,0,0,0,0,Falls,-96.93634455,31.25354356,S,Austin,red,Austin,#1f77b4,Wild Texas
1970-01-01 00:00:00.020130612,1,21067,-2.0,0,0,0,0,Fayette,-84.4589719,38.04287124,MW,Middle America,orange,Cincinnati (OH),#f7b6d2,Traditional
1970-01-01 00:00:00.020130403,1,24033,-3.0,0,0,0,0,Prince George's,-76.84739072,38.8299677,S,Containment-Lite,green,Washington (DC),#1f77b4,Reform
1970-01-01 00:00:00.020120620,1,48113,1.0,0,0,0,0,Dallas,-96.77788947,32.76665041,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
