REPORT_DATE,FATALITIES,STATE,COUNTY,change_2007,change_2008,change_2015,change_2016,change_2006_2016,indicator_2002_2006,indicator_1999_2001,indicator_1993_1998,has_accident_before_2006,name,Longitude,Latitude,Region,Family,Color,Nearest Neighbor,Region_color,simple_family
2021-10-16,1,CA,6031,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Kings,-119.8151995,36.07520008,W,Growth Management,green,Los Angeles,#d62728,Reform
2021-11-08,1,NC,37125,1.0,0.0,0.0,0.0,-1.0,0,0,0,0,Moore,-79.48151986,35.31080558,S,Middle America,orange,Greensboro,#1f77b4,Traditional
2021-05-15,1,GA,13121,0.0,0.0,-1.0,0.0,-1.0,0,0,0,0,Fulton,-84.46714878,33.79038574,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2021-09-10,1,FL,12086,-1.0,1.0,0.0,0.0,0.0,0,0,0,0,Miami-Dade,-80.55914415,25.61511557,S,Growth Management,green,Miami,#1f77b4,Reform
2021-11-11,1,SC,45083,0.0,-1.0,0.0,-1.0,-1.0,0,0,0,0,Spartanburg,-81.99110742,34.93148726,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2021-11-13,1,NC,37155,-2.0,-1.0,0.0,0.0,-2.0,0,0,0,0,Robeson,-79.10352623,34.64028878,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2021-10-13,1,NC,37061,0.0,0.0,0.0,1.0,1.0,0,0,0,0,Duplin,-77.93295681,34.93627171,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2021-08-15,2,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2021-10-29,1,KY,21029,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,Bullitt,-85.69808753,37.97000785,MW,Middle America,orange,Louisville (IN),#f7b6d2,Traditional
2021-09-26,1,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2021-10-21,1,NY,36001,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,Albany,-73.97341306,42.59987237,NE,Middle America,orange,Hartford,#9edae5,Traditional
2021-10-15,1,NC,37097,0.0,0.0,0.0,-1.0,-4.0,0,0,0,0,Iredell,-80.87332588,35.8068797,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2021-09-27,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2021-09-20,1,CA,6077,0.0,1.0,0.0,1.0,1.0,0,0,0,0,San Joaquin,-121.2712102,37.9345275,W,Growth Management,green,Sacramento,#d62728,Reform
2021-09-28,1,VA,51121,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Montgomery,-80.38642559,37.17483569,S,Middle America,orange,Greensboro,#1f77b4,Traditional
2021-09-08,1,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2021-09-22,1,WA,53015,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Cowlitz,-122.6802732,46.19321499,W,Containment,green,Portland (WA),#d62728,Reform
2021-10-02,1,TN,47157,0.0,1.0,0.0,-1.0,-1.0,0,0,0,0,Shelby,-89.89620223,35.18412715,S,Containment,green,Memphis (MS),#1f77b4,Reform
2021-07-12,1,OK,40099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Murray,-97.06798798,34.48236468,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2021-05-04,1,NY,36103,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Suffolk,-72.84423227,40.87024178,NE,Middle America,orange,New Haven,#9edae5,Traditional
2021-08-30,1,AL,1113,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Russell,-85.18428296,32.28806204,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2021-08-14,1,FL,12119,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Sumter,-82.08128977,28.70520781,S,Growth Management,green,Orlando,#1f77b4,Reform
2021-08-28,1,FL,12086,-1.0,1.0,0.0,0.0,0.0,0,0,0,0,Miami-Dade,-80.55914415,25.61511557,S,Growth Management,green,Miami,#1f77b4,Reform
2021-09-03,1,FL,12097,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Osceola,-81.14924253,28.06245875,S,Growth Management,green,Orlando,#1f77b4,Reform
2021-08-27,1,NC,37063,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Durham,-78.87606872,36.03605321,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2021-08-22,2,KY,21111,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Jefferson,-85.65772828,38.18834895,MW,Middle America,orange,Louisville (IN),#f7b6d2,Traditional
2021-06-27,1,CA,6065,0.0,0.0,0.0,-1.0,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
2021-07-12,1,OR,41059,0.0,-1.0,0.0,0.0,0.0,0,0,0,0,Umatilla,-118.736681,45.59148273,W,Containment,green,Portland (WA),#d62728,Reform
2021-05-28,1,CA,6113,0.0,-1.0,-1.0,0.0,0.0,0,0,0,0,Yolo,-121.9015118,38.68648941,W,Growth Management,green,Sacramento,#d62728,Reform
2021-04-17,1,CA,6001,0.0,0.0,1.0,0.0,0.0,0,0,0,0,Alameda,-121.888612,37.64642367,W,Growth Control,green,San Francisco,#d62728,Reform
2021-07-21,1,VA,51025,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Brunswick,-77.85881453,36.76457633,S,Middle America,orange,Richmond,#1f77b4,Traditional
2021-07-03,1,CT,9001,0.0,0.0,-2.0,0.0,-1.0,0,0,0,0,Fairfield,-73.38919037,41.26973285,NE,Middle America,orange,New Haven,#9edae5,Traditional
2021-07-20,1,NM,35029,0.0,0.0,0.0,1.0,1.0,0,0,0,0,Luna,-107.7498996,32.18233304,W,Growth Management,green,Phoenix,#d62728,Reform
2021-07-03,1,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2021-07-15,3,SC,45021,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Cherokee,-81.62012099,35.04837373,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2021-06-16,1,OR,41035,1.0,0.0,0.0,0.0,1.0,0,0,0,0,Klamath,-121.6500072,42.68605026,W,Containment,green,Portland (WA),#d62728,Reform
2021-05-20,1,CA,6073,0.0,-1.0,0.0,-1.0,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
2021-03-27,1,CA,6067,-1.0,0.0,0.0,0.0,-1.0,0,0,0,0,Sacramento,-121.3445212,38.44881725,W,Growth Management,green,Sacramento,#d62728,Reform
2021-05-09,1,CA,6107,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,Tulare,-118.8004216,36.22081997,W,Growth Management,green,Los Angeles,#d62728,Reform
2021-04-03,1,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2021-05-18,1,GA,13121,0.0,0.0,-1.0,0.0,-1.0,0,0,0,0,Fulton,-84.46714878,33.79038574,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2020-12-07,1,DE,10003,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,New Castle,-75.64791441,39.58150592,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
2021-06-20,1,TN,47065,2.0,0.0,0.0,0.0,1.0,0,0,0,0,Hamilton,-85.1644476,35.18133492,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2020-06-23,1,CA,6081,0.0,0.0,0.0,1.0,0.0,0,0,0,0,San Mateo,-122.328899,37.42298018,W,Growth Control,green,San Francisco,#d62728,Reform
2021-06-23,1,NM,35019,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Guadalupe,-104.7904138,34.86315461,W,Growth Control,green,Denver,#d62728,Reform
2020-12-26,1,CA,6019,0.0,-1.0,0.0,0.0,1.0,0,0,0,0,Fresno,-119.6506833,36.75807672,W,Growth Management,green,Sacramento,#d62728,Reform
2021-06-05,1,KY,21239,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Woodford,-84.74341301,38.04257558,MW,Middle America,orange,Louisville (IN),#f7b6d2,Traditional
2021-04-29,1,CT,9007,-1.0,0.0,0.0,0.0,-1.0,0,0,0,0,Middlesex,-72.5354823,41.46358412,NE,Middle America,orange,Hartford,#9edae5,Traditional
2021-05-06,1,UT,49049,-1.0,0.0,1.0,0.0,-2.0,0,0,0,0,Utah,-111.670284,40.11980262,W,High Density,orange,Salt Lake City,#d62728,Traditional
2021-03-21,1,CA,6073,0.0,-1.0,0.0,-1.0,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
2021-05-18,1,FL,12109,0.0,0.0,0.0,0.0,0.0,0,0,0,0,St. Johns,-81.4405388,29.90168542,S,Growth Management,green,Jacksonville,#1f77b4,Reform
2021-05-07,1,NM,35013,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Doa Ana,-106.8330858,32.35265229,W,Growth Management,green,Phoenix,#d62728,Reform
2021-04-04,1,OH,39161,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Van Wert,-84.58607604,40.8555416,S,Middle America,orange,Cincinnati (KY),#1f77b4,Traditional
2021-04-25,1,CT,9003,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Hartford,-72.73301048,41.80669859,NE,Middle America,orange,Hartford,#9edae5,Traditional
2021-04-15,1,CA,6001,0.0,0.0,1.0,0.0,0.0,0,0,0,0,Alameda,-121.888612,37.64642367,W,Growth Control,green,San Francisco,#d62728,Reform
2021-04-22,1,TN,47065,2.0,0.0,0.0,0.0,1.0,0,0,0,0,Hamilton,-85.1644476,35.18133492,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2021-03-15,1,MD,24510,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,Baltimore,-76.61440436,39.30522045,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2021-04-13,1,NC,37057,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Davidson,-80.21253309,35.79311799,S,Middle America,orange,Greensboro,#1f77b4,Traditional
2021-04-22,1,NC,37089,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Henderson,-82.48021492,35.33655768,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2021-03-18,2,SC,45021,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Cherokee,-81.62012099,35.04837373,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2021-03-18,2,SC,45021,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Cherokee,-81.62012099,35.04837373,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2021-04-09,1,NY,36101,1.0,0.0,0.0,0.0,2.0,0,0,0,0,Steuben,-77.3834881,42.26788874,NE,Middle America,orange,Rochester,#9edae5,Traditional
2021-02-09,1,IL,17089,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,Kane,-88.42861217,41.93895003,MW,Middle America,orange,Chicago (IL),#f7b6d2,Traditional
2021-04-05,1,WA,53053,0.0,1.0,0.0,0.0,2.0,0,0,0,0,Pierce,-122.1122121,47.02680625,W,Containment,green,Seattle,#d62728,Reform
2021-01-12,1,MD,24033,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,Prince George's,-76.84739072,38.8299677,S,Containment-Lite,green,Washington (DC),#1f77b4,Reform
2020-08-30,1,MD,24005,0.0,0.0,0.0,-1.0,-1.0,0,0,0,0,Baltimore,-76.63603021,39.4596552,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2021-02-25,1,OR,41011,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Coos,-124.0595871,43.17396579,W,Containment,green,Portland (WA),#d62728,Reform
2021-03-25,1,NM,35057,0.0,-1.0,-1.0,0.0,-1.0,0,0,0,0,Torrance,-105.8505392,34.64043207,W,Growth Control,green,Denver,#d62728,Reform
2019-01-17,3,LA,22051,0.0,0.0,0.0,0.0,2.0,0,0,0,0,Jefferson,-90.11275154,29.74131251,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
2021-03-08,1,SC,45015,0.0,-1.0,0.0,0.0,2.0,0,0,0,0,Berkeley,-79.95087397,33.19764043,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2021-01-01,1,NY,36087,0.0,0.0,0.0,0.0,2.0,0,0,0,0,Rockland,-74.02389861,41.15225744,NE,High Density,orange,New York (NY),#9edae5,Traditional
2019-04-14,1,CO,8077,0.0,0.0,1.0,0.0,1.0,0,0,0,0,Mesa,-108.4664844,39.01825229,W,Growth Control,green,Denver,#d62728,Reform
2021-02-16,1,KY,21099,0.0,1.0,0.0,0.0,1.0,0,0,0,0,Hart,-85.88446619,37.29970852,MW,Middle America,orange,Louisville (IN),#f7b6d2,Traditional
2021-02-02,1,VA,51630,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Fredericksburg,-77.48619454,38.29892214,S,Containment-Lite,green,Washington (DC),#1f77b4,Reform
2021-01-24,1,OH,39159,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Union,-83.37130174,40.29926661,MW,Middle America,orange,Columbus,#f7b6d2,Traditional
2021-01-07,1,CA,6093,0.0,0.0,0.0,-1.0,0.0,0,0,0,0,Siskiyou,-122.5405164,41.59272613,W,Growth Management,green,Sacramento,#d62728,Reform
2021-01-15,1,SC,45053,0.0,0.0,0.0,-1.0,0.0,0,0,0,0,Jasper,-81.03177638,32.43633197,S,Growth Management,green,Jacksonville,#1f77b4,Reform
2020-05-07,1,FL,12086,-1.0,1.0,0.0,0.0,0.0,0,0,0,0,Miami-Dade,-80.55914415,25.61511557,S,Growth Management,green,Miami,#1f77b4,Reform
2020-11-23,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2020-10-25,2,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2020-07-14,2,FL,12009,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Brevard,-80.73218698,28.29324349,S,Growth Management,green,Orlando,#1f77b4,Reform
2020-11-23,1,MT,30043,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Jefferson,-112.0940513,46.14859974,W,High Density,orange,Salt Lake City,#d62728,Traditional
2020-11-30,1,MO,29083,0.0,0.0,-1.0,0.0,-1.0,0,0,0,0,Henry,-93.7928174,38.38506942,MW,Middle America,orange,Kansas City (MO),#f7b6d2,Traditional
2020-11-15,1,GA,13095,-1.0,-1.0,-1.0,0.0,-4.0,0,0,0,0,Dougherty,-84.21604918,31.53329476,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2020-09-16,2,AR,5115,0.0,1.0,0.0,0.0,0.0,0,0,0,0,Pope,-93.03400145,35.4476948,S,Containment,green,Memphis (AR),#1f77b4,Reform
2020-11-30,5,TN,47065,2.0,0.0,0.0,0.0,1.0,0,0,0,0,Hamilton,-85.1644476,35.18133492,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2020-11-30,1,CT,9001,0.0,0.0,-2.0,0.0,-1.0,0,0,0,0,Fairfield,-73.38919037,41.26973285,NE,Middle America,orange,New Haven,#9edae5,Traditional
2020-11-08,1,AL,1061,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,Geneva,-85.83932953,31.09486905,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2020-11-14,1,WI,55133,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Waukesha,-88.30430125,43.01833546,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
2020-11-05,1,TN,47047,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Fayette,-89.41493045,35.19709994,S,Containment,green,Memphis (MS),#1f77b4,Reform
2020-11-06,1,NY,36091,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,Saratoga,-73.86394518,43.10743063,NE,Middle America,orange,Hartford,#9edae5,Traditional
2020-10-22,1,WY,56009,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Converse,-105.5077277,42.9722826,W,Growth Control,green,Denver,#d62728,Reform
2020-10-24,1,SC,45079,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,Richland,-80.90384361,34.02226754,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2020-07-30,2,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2020-10-13,1,NC,37001,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Alamance,-79.39913194,36.04378576,S,Middle America,orange,Greensboro,#1f77b4,Traditional
2020-08-05,1,IL,17115,-1.0,1.0,0.0,0.0,-1.0,0,0,0,0,Macon,-88.96174804,39.85999062,MW,Middle America,orange,St. Louis (IL),#f7b6d2,Traditional
2020-08-25,3,GA,13067,-1.0,0.0,0.0,-1.0,-3.0,0,0,0,0,Cobb,-84.57652963,33.94183776,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2020-08-27,1,GA,13077,0.0,-1.0,0.0,0.0,-1.0,0,0,0,0,Coweta,-84.76342787,33.35346702,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2020-03-19,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2019-12-02,1,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2020-08-27,1,NC,37159,0.0,0.0,1.0,0.0,0.0,0,0,0,0,Rowan,-80.52501519,35.64030608,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2020-08-17,1,CT,9003,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Hartford,-72.73301048,41.80669859,NE,Middle America,orange,Hartford,#9edae5,Traditional
2020-06-17,1,CA,6073,0.0,-1.0,0.0,-1.0,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
2020-08-04,1,CA,6077,0.0,1.0,0.0,1.0,1.0,0,0,0,0,San Joaquin,-121.2712102,37.9345275,W,Growth Management,green,Sacramento,#d62728,Reform
2020-03-24,1,CA,6013,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Contra Costa,-121.9281273,37.91933375,W,Growth Control,green,San Francisco,#d62728,Reform
2019-09-13,1,GA,13313,0.0,0.0,-1.0,0.0,-1.0,0,0,0,0,Whitfield,-84.96674982,34.80650119,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2020-07-16,2,AZ,4013,1.0,0.0,1.0,0.0,4.0,0,0,0,0,Maricopa,-112.4908888,33.34875974,W,Growth Management,green,Phoenix,#d62728,Reform
2019-02-01,1,CT,9009,0.0,0.0,-2.0,0.0,-1.0,0,0,0,0,New Haven,-72.93235204,41.41072833,NE,Middle America,orange,New Haven,#9edae5,Traditional
2020-07-19,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2020-08-14,1,MI,26075,0.0,0.0,0.0,-1.0,-3.0,0,0,0,0,Jackson,-84.42251355,42.24852059,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
2020-07-27,1,FL,12107,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Putnam,-81.7442726,29.60884076,S,Growth Management,green,Jacksonville,#1f77b4,Reform
2020-04-23,1,CA,6065,0.0,0.0,0.0,-1.0,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
2020-04-03,2,CA,6077,0.0,1.0,0.0,1.0,1.0,0,0,0,0,San Joaquin,-121.2712102,37.9345275,W,Growth Management,green,Sacramento,#d62728,Reform
2020-05-11,1,CA,6013,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Contra Costa,-121.9281273,37.91933375,W,Growth Control,green,San Francisco,#d62728,Reform
2020-07-10,1,FL,12097,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Osceola,-81.14924253,28.06245875,S,Growth Management,green,Orlando,#1f77b4,Reform
2020-07-10,1,FL,12097,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Osceola,-81.14924253,28.06245875,S,Growth Management,green,Orlando,#1f77b4,Reform
2020-07-17,1,FL,12047,0.0,0.0,0.0,0.0,2.0,0,0,0,0,Hamilton,-82.94763284,30.49612932,S,Growth Management,green,Jacksonville,#1f77b4,Reform
2020-07-25,2,NC,37045,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Cleveland,-81.55570623,35.33410942,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2020-06-27,1,CT,9001,0.0,0.0,-2.0,0.0,-1.0,0,0,0,0,Fairfield,-73.38919037,41.26973285,NE,Middle America,orange,New Haven,#9edae5,Traditional
2020-06-09,1,MS,28059,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Jackson,-88.6353787,30.53467952,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
2020-05-15,1,CA,6065,0.0,0.0,0.0,-1.0,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
2020-07-06,1,VA,51650,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Hampton,-76.36333533,37.05573241,S,Middle America,orange,Norfolk (VA),#1f77b4,Traditional
2020-05-12,2,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2020-05-19,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2020-06-09,1,OK,40049,0.0,0.0,0.0,0.0,2.0,0,0,0,0,Garvin,-97.30937006,34.7044021,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2020-06-03,1,FL,12057,1.0,0.0,0.0,-1.0,-3.0,0,0,0,0,Hillsborough,-82.30867294,27.92948052,S,Growth Management,green,Tampa,#1f77b4,Reform
2020-06-10,1,AZ,4012,1.0,1.0,0.0,0.0,2.0,0,0,0,0,La Paz,-113.981207,33.7291609,W,Growth Management,green,Phoenix,#d62728,Reform
2020-06-16,1,NC,37119,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Mecklenburg,-80.83268027,35.24675454,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2020-06-01,1,OH,39097,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Madison,-83.40012747,39.89429692,MW,Middle America,orange,Columbus,#f7b6d2,Traditional
2020-06-17,1,FL,12086,-1.0,1.0,0.0,0.0,0.0,0,0,0,0,Miami-Dade,-80.55914415,25.61511557,S,Growth Management,green,Miami,#1f77b4,Reform
2020-01-30,1,CA,6073,0.0,-1.0,0.0,-1.0,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
2020-04-25,1,SC,45039,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Fairfield,-81.12125577,34.39533447,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2020-04-22,1,DE,10003,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,New Castle,-75.64791441,39.58150592,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
2020-03-22,1,CA,6107,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,Tulare,-118.8004216,36.22081997,W,Growth Management,green,Los Angeles,#d62728,Reform
2020-04-04,1,CA,6077,0.0,1.0,0.0,1.0,1.0,0,0,0,0,San Joaquin,-121.2712102,37.9345275,W,Growth Management,green,Sacramento,#d62728,Reform
2020-04-21,1,AR,5107,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Phillips,-90.84810681,34.42853288,S,Containment,green,Memphis (AR),#1f77b4,Reform
2020-04-02,1,FL,12097,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,Osceola,-81.14924253,28.06245875,S,Growth Management,green,Orlando,#1f77b4,Reform
2020-03-01,1,FL,12111,0.0,0.0,1.0,0.0,-1.0,0,0,0,0,St. Lucie,-80.47111892,27.377528,S,Growth Management,green,West Palm Beach,#1f77b4,Reform
2020-01-04,1,CA,6073,0.0,-1.0,0.0,-1.0,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
2020-03-12,1,CA,6065,0.0,0.0,0.0,-1.0,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
2020-02-18,1,KS,20059,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Franklin,-95.28621552,38.56442768,MW,Middle America,orange,Kansas City (KS),#f7b6d2,Traditional
2020-03-16,1,LA,22001,-2.0,0.0,1.0,0.0,2.0,0,0,0,0,Acadia,-92.41163568,30.29064732,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
2020-02-20,1,GA,13185,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Lowndes,-83.26738819,30.83391096,S,Growth Management,green,Jacksonville,#1f77b4,Reform
2020-02-27,3,NC,37097,0.0,0.0,0.0,-1.0,-4.0,0,0,0,0,Iredell,-80.87332588,35.8068797,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2020-03-22,1,FL,12057,1.0,0.0,0.0,-1.0,-3.0,0,0,0,0,Hillsborough,-82.30867294,27.92948052,S,Growth Management,green,Tampa,#1f77b4,Reform
2019-11-11,1,GA,13035,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Butts,-83.95691187,33.28698774,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2020-02-29,1,LA,22017,-1.0,0.0,0.0,0.0,3.0,0,0,0,0,Caddo,-93.88236667,32.5802177,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2019-12-23,1,GA,13121,0.0,0.0,-1.0,0.0,-1.0,0,0,0,0,Fulton,-84.46714878,33.79038574,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2020-01-06,1,NJ,34025,-1.0,0.0,0.0,0.0,-3.0,0,0,0,0,Monmouth,-74.22051128,40.2606812,NE,High Density,orange,New York (NY),#9edae5,Traditional
2020-01-07,1,FL,12109,0.0,0.0,0.0,0.0,0.0,0,0,0,0,St. Johns,-81.4405388,29.90168542,S,Growth Management,green,Jacksonville,#1f77b4,Reform
2020-01-23,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2020-02-16,1,AR,5045,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Faulkner,-92.33201857,35.14732521,S,Containment,green,Memphis (AR),#1f77b4,Reform
2019-11-02,1,CA,6073,0.0,-1.0,0.0,-1.0,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
